센터코드,센터명,센터종류,주소,전화번호,위도,경도,전기차수리,수소차수리
MF0D83,구월중부점,전문블루핸즈,인천광역시 남동구 복개서로 97번길 1 (구월동),032463 8203,126.722425,37.455217,N,N
MB0D57,구의점,전문블루핸즈,서울특별시 광진구 광나루로50길 9 , 02 4573702,127.093858,37.542219,N,N
P02DG5,구포점,전문블루핸즈,부산광역시 북구 백양대로1064번길 4 (구포동),051 3438204,35.19975,128.997619,N,N
Z1M005,군산대형점㈜,전문블루핸즈,전북특별자치도 군산시 외항로 323 (산북동),063 4684831,126.634125,35.967344,N,N
J02000,군산하이테크센터,하이테크센터,전북특별자치도 군산시 해망로 570  소룡동,063 4674111,35.982731,126.678492,,
E5Z007,군포역현대서비스,종합블루핸즈,경기도 군포시 공단로 125 ,031 4291102,37.356373,126.949075,Y,N
E01CA4,권선점,전문블루핸즈,경기도 수원시 권선구 세권로 133 (권선동),031 2137114,127.018833,37.257181,N,N
E01E67,금강자동차정비공업사,종합블루핸즈,경기도 안성시 공도읍 서동대로 4344,031 6559535,37.005096,127.184798,N,N
S2M015,금강점,전문블루핸즈,경상남도 창원시 마산회원구 금강로 161 블루핸즈 금강점,055 2968207,35.246001,128.585224,N,Y
P01DK7,금곡점,전문블루핸즈,부산광역시 북구 금곡대로 604 (금곡동),051332 0303,129.014675,35.261833,N,N
ME0D37,금곡점,전문블루핸즈,경기도 남양주시 경춘로 941 (금곡동),031 5916002,37.633529,127.205988,N,N
G1M006,금릉점,전문블루핸즈,충청북도 충주시 국원대로 254 (금릉동),043 8518787,36.994378,127.92853,N,N
I1M006,금산점,전문블루핸즈,충청남도 금산군 금성면 안비범길 14,041 7546426,127.4947,36.1153,N,N
S02DL1,금산점,전문블루핸즈,경상남도 진주시 금산면 금산로 66,055 7632988,35.214165,128.143691,N,N
J01DG6,금암점,전문블루핸즈,전북특별자치도 전주시 덕진구 백제대로 605 (금암동),063 2522746,35.841953,127.135573,N,N
ME0D79,금오중부점,전문블루핸즈,경기도 의정부시 호국로1519번길 7 (금오동),031 8211514,127.069372,37.753661,N,N
P01M45,금정중앙현대서비스,종합블루핸즈,부산광역시 금정구 중앙대로 1691 ,051 5182525,35.23544,129.091462,Y,Y
MA0DA3,금촌북부점,전문블루핸즈,경기도 파주시 시청로 229 (금촌동),031 9458204,126.773594,37.771047,N,N
MA0D90,금촌점,전문블루핸즈,경기도 파주시 평화로 4 (금촌동),031 9456622,126.773572,37.758494,N,N
N01DJ2,금호점,전문블루핸즈,경상북도 영천시 금호읍 금호로 25-1 ,054 3368202,128.864728,35.929678,N,N
P01DG6,기장점,전문블루핸즈,부산광역시 기장군 기장읍 기장대로 447,051 7228383,129.217342,35.2357,N,N
MB0D52,길동동부점,전문블루핸즈,서울특별시 강동구 명일로 195 , 02 4855656,127.145317,37.536161,N,N
E01DJ7,김량장점,전문블루핸즈,경기도 용인시 처인구 중부대로 1434 (김량장동),031 3364947,37.232572,127.20357,N,N
J1Z004,김제중앙현대서비스,종합블루핸즈,전북특별자치도 김제시 봉남로 843 ,063 5458572,126.926642,35.776428,N,N
Z21Z52,김포서부현대서비스,종합블루핸즈,경기도 김포시 대곶면 초원로 86 ,031 9876867,126.596686,37.654178,N,N
P3M011,김해수로점,전문블루핸즈,경상남도 김해시 가락로 180 (구산동),055 3244073,35.241981,128.878134,N,N
Z1Z017,나주산포현대상용서비스,종합블루핸즈,전남광주통합특별시 나주시 산포면 산남로 66,061 3370500,126.82235,35.042186,N,N
L1Z010,나주현대서비스(주),종합블루핸즈,전남광주통합특별시 나주시 금천면 영산로 5851,061 3349999,35.03521,126.767911,Y,Y
ME0D69,낙양점,전문블루핸즈,"경기도 의정부시 용민로303번길 10,에이동(낙양동)",031 8215682,127.103253,37.751925,N,N
MD0D67,난곡점,전문블루핸즈,서울특별시 관악구 난곡로 124-1 (신림동),02 856 8204,126.920442,37.46635,N,N
MA0D41,남가좌동부점,전문블루핸즈,서울특별시 서대문구 모래내로 255 (255-4추가), 02 3049434,37.576334,126.926829,N,N
F01F30,남강릉현대서비스,종합블루핸즈,강원특별자치도 강릉시 성덕로 126 ,033 6535571,37.764343,128.938593,N,Y
M1Z009,남대구현대서비스,종합블루핸즈,대구광역시 달서구 성서공단로 337 (장동),053 5854488,35.837434,128.519702,Y,Y
I01G27,남대전현대서비스,종합블루핸즈,대전광역시 중구 대둔산로 477 (산성동),042 5821701,36.311363,127.388078,Y,Y
F1Z009,남동해현대상용서비스,종합블루핸즈,강원특별자치도 동해시 강원남부로 4610,033 5223058,129.115978,37.462086,N,N
I01DQ2,남문점,전문블루핸즈,충청남도 태안군 태안읍 환동로 54,041 6740477,36.751741,126.293576,N,N
Z1Z028,남부산현대상용서비스,종합블루핸즈,부산광역시 강서구 생곡산단1로 7,051 9413761,128.885919,35.135942,N,N
B04000,남부하이테크센터,하이테크센터,서울특별시 동작구 노량진로 53  대방동, 02 8909114,37.513945,126.934447,,
Z1Z014,남사현대상용서비스,종합블루핸즈,경기도 용인시 처인구 남사면 천덕산로 23,031 3351600,127.111786,37.117742,N,N
F1Z006,남속초현대서비스,종합블루핸즈,강원특별자치도 속초시 소평로 70 ,033 6365550,38.188614,128.567316,N,Y
L3Z005,남순천현대서비스,종합블루핸즈,전남광주통합특별시 순천시 해룡면 여순로 1495 ,061 8110711,127.540844,34.913678,N,Y
L1Z013,남악현대서비스,종합블루핸즈,전남광주통합특별시 무안군 삼향읍 임성로 155 ,061 2848282,126.443792,34.822947,N,N
E01DH9,남양점,전문블루핸즈,경기도 화성시 남양읍 수작이길 115,031 3559800,126.814856,37.213086,N,N
F01DG2,남양점,전문블루핸즈,강원특별자치도 삼척시 중앙로 144(남양동) ,033 5739009,37.43581,129.167817,N,Y
E1Z011,남양현대서비스,종합블루핸즈,경기도 화성시 마도면 화성로 881 ,031 3669932,37.205122,126.785329,Y,Y
L3Z004,남여수현대서비스,종합블루핸즈,전남광주통합특별시 여수시 시청로 126 ,061 6911458,34.772578,127.663538,N,Y
S01P26,남울산현대상용서비스,종합블루핸즈,울산광역시 울주군 청량읍 온산로 323 ,052 2688287,129.328653,35.466986,N,N
F1Z008,남원주현대서비스,종합블루핸즈,강원특별자치도 원주시 만대로 200-22,033 7345600,37.330894,127.924048,N,Y
J1Z006,남원현대서비스,종합블루핸즈,전북특별자치도 남원시 춘향로 162-8(용정동),063 6269933,35.426917,127.38817,Y,Y
L03DH2,남정점,전문블루핸즈,전남광주통합특별시 순천시 남산로 10 (남정동),061 7429800,127.489497,34.939667,N,N
I01G77,남천안현대서비스,종합블루핸즈,충청남도 천안시 동남구 천안천변길 79-27 (신방동),041 5785533,36.78587,127.127373,N,Y
G1M016,남천점,전문블루핸즈,충청북도 제천시 의병대로 134 (남천동),043 6465131,37.134462,128.215525,N,Y
G1Z008,남청원현대서비스,종합블루핸즈,충청북도 청주시 청원구 2순환로 463 ,043 2121023,127.470183,36.668489,N,Y
MF0D73,남촌점,전문블루핸즈,인천광역시 남동구 남촌로 122 (남촌동),032 4678008,37.431454,126.712473,N,N
N1Z008,남포항서비스㈜,종합블루핸즈,경상북도 포항시 남구 오천읍 문덕서로 177 ,054 2938204,35.960563,129.398063,Y,Y
P02DJ6,남항점,전문블루핸즈,부산광역시 영도구 절영로 42 (남항동1가),051 4151756,129.038733,35.090842,N,N
S02DK7,남해점,전문블루핸즈,경상남도 남해군 남해읍 화전로 6 ,055 8633014,34.834108,127.898664,N,N
G1M003,내덕점(주),전문블루핸즈,충청북도 청주시 청원구 1순환로 252-2(내덕동),043 2167777,127.485033,36.663339,N,Y
P3M008,내동점,전문블루핸즈,경상남도 김해시 금관대로1289번길 7 (내동),055 3278110,128.860167,35.239947,N,N
S02DJ6,내서점,전문블루핸즈,경상남도 창원시 마산회원구 내서읍 호원로 263,055 2327740,128.521439,35.256958,N,N
P03CA3,내이점,전문블루핸즈,경상남도 밀양시 시청서길 21 (내이동),055 3565151,128.743106,35.502069,N,N
I1Z019,내포현대서비스(주),종합블루핸즈,충청남도 홍성군 홍북면 홍북로453번길 50,041 6306800,36.651234,126.690024,N,Y
M01DK8,노변점,전문블루핸즈,대구광역시 수성구 고산로 69 (노변동),053 7938204,35.836934,128.703733,N,N
MA0D39,녹번서부점,전문블루핸즈,서울특별시 은평구 통일로 661 (녹번동), 02 3548186,126.933758,37.605586,N,N
MA0D01,녹번점,전문블루핸즈,서울특별시 은평구 진흥로 126 (녹번동), 02 3890404,126.924322,37.607342,N,N
L01J25,녹색현대서비스,종합블루핸즈,전남광주통합특별시 목포시 녹색로 126 ,061 2768204,34.815338,126.428077,N,N
I01DG7,논산내동점,전문블루핸즈,충청남도 논산시 시민로 175 (내동),041 7353100,36.183018,127.099227,N,N
I1Z006,논산현대서비스,종합블루핸즈,충청남도 논산시 채운면 계백로 608 (외3필지),041 7340797,36.17597,127.061597,N,N
J01DM9,농소점,전문블루핸즈,전북특별자치도 정읍시 명덕1길 89 (농소동),063533 8275,126.852514,35.5829,N,N
MB0D64,능동점,전문블루핸즈,서울특별시 광진구 능동로 247 , 02 4443690,127.07665,37.552478,N,N
E01DM1,능동점,전문블루핸즈,경기도 화성시 동탄하나2길 10 (능동),031 6134442,37.214237,127.062317,N,N
MB0D86,능평점,전문블루핸즈,경기도 광주시 오포읍 오포로 260,031 7669005,37.348555,127.190608,N,N
P2M003,다대점,전문블루핸즈,부산광역시 사하구 다대로 591 ,051 2631230,35.053659,128.971032,N,N
M01DK6,다사점,전문블루핸즈,대구광역시 달성군 다사읍 왕선로 60,053631 0365,128.464858,35.864886,N,N
B3M017,다산점,전문블루핸즈,경기도 남양주시 다산중앙로19번길 13-8 ,031 5578204,37.613947,127.154255,N,N
G01DJ8,단양점,전문블루핸즈,충청북도 단양군 단양읍 삼봉로 239,043 4231688,128.366956,36.978522,,
S1M007,달동남부점,전문블루핸즈,울산광역시 남구 삼산중로 9 (달동),052 9999299,129.336522,35.534403,N,N
S01DJ1,달동중부점,전문블루핸즈,울산광역시 남구 도산로101번길 4-8 (달동),052265 8203,129.326064,35.531564,N,N
N01DH6,달전점,전문블루핸즈,경상북도 포항시 북구 소티재로 173 (우현동),054262 8204,129.350697,36.066564,N,N
L01DK7,담양백동점,전문블루핸즈,전남광주통합특별시 담양군 담양읍 죽향대로 1092 ,061 3818272,126.981236,35.303344,N,N
L01DG3,담양점,전문블루핸즈,전남광주통합특별시 담양군 담양읍 지침6길 30-1,061383 6785,35.315769,126.986294,N,N
MA0D95,답십리점,전문블루핸즈,서울특별시 동대문구 답십리로 229 (답십리동), 0222436614,127.065906,37.572919,N,N
P01DM2,당감점,전문블루핸즈,부산광역시 부산진구 백양순환로 52 (당감동),051891 4200,129.033461,35.169281,N,N
P02DH9,당리점,전문블루핸즈,부산광역시 사하구 낙동대로 360 (당리동),051205 5656,128.978547,35.101739,N,N
Z14Z40,당산현대서비스,종합블루핸즈,서울특별시 영등포구 양평로23길 4 (양평동5가), 0226338888,37.538323,126.8921,N,Y
E5M003,당정점,전문블루핸즈,경기도 군포시 한세로78번길 37 ,031 3868204,37.345848,126.957623,N,N
I01DR4,당진중앙점,전문블루핸즈,충청남도 당진시 송산로 270-5(원당동),041 3528201,36.921135,126.652478,N,N
Z1Z031,당진현대상용서비스,종합블루핸즈,충청남도 당진시 석문면 북부산업로 3046 (통정리 1014-7),041 3550103,126.563781,36.996536,N,N
Z0ZZ96,대교시트상사,종합블루핸즈,서울특별시 용산구 원효로 107 (원효로3가), 02 7151342,126.951147,37.532065,,
I01DK9,대교점,전문블루핸즈,충청남도 홍성군 홍성읍 의사로 52번길 10,041 6349399,126.672447,36.601983,N,N
Z1Z021,대구달성현대상용서비스,종합블루핸즈,대구광역시 달성군 논공읍 비슬로262길 21,053 6177200,128.411067,35.746211,N,N
M01000,대구하이테크센터,하이테크센터,대구광역시 북구 노원로 6 (노원동3가),053 3575141,35.890033,128.564159,,
I01DP2,대동점,전문블루핸즈,대전광역시 동구 계족로 122-1 (대동),042282 0109,127.445769,36.325303,N,N
MC0D63,대림점,전문블루핸즈,서울특별시 영등포구 가마산로 374 (대림동), 02 8310944,126.899619,37.501678,N,N
G01H31,대명공업사,종합블루핸즈,충청북도 제천시 장평천로 31 (강제동),043 6462003,37.124174,128.221497,N,Y
M01DR4,대명남부점,전문블루핸즈,대구광역시 남구 현충로 110 (대명동),053 6228899,128.580292,35.842564,N,N
M01DL8,대명점,전문블루핸즈,대구광역시 남구 대명로 28(대명동),053 6248204,35.837964,128.560575,N,N
M01DQ3,대명중부점,전문블루핸즈,대구광역시 남구 성당로 286 (대명동),053 6238204,35.858368,128.574714,N,N
B4M005,대방점,전문블루핸즈,서울특별시 동작구 상도로 12 , 02 8170015,37.499734,126.921838,N,N
M01DL7,대봉점,전문블루핸즈,대구광역시 중구 이천로 200 ,053 4728204,128.598958,35.858875,N,N
E05DH2,대부점,전문블루핸즈,경기도 안산시 단원구 대선로 34 (대부북동),032 8820043,126.569083,37.268878,,
I1M016,대산대로점㈜,전문블루핸즈,충청남도 서산시 대산읍 명지2로 203 (대로리),041 6679166,126.412228,36.966411,N,N
G01DL3,대소점,전문블루핸즈,충청북도 음성군 대소면 대금로 687-2,043877 8204,36.972581,127.51255,N,N
N1M012,대신점,전문블루핸즈,경상북도 포항시 북구 선착로 2,054 2418272,129.364756,36.046881,N,N
J02DG5,대야점,전문블루핸즈,전북특별자치도 군산시 개정면 번영로 830,063 4511122,35.948723,126.803623,N,N
P01DG9,대연남부점,전문블루핸즈,부산광역시 남구 유엔로 222 (대연동),051611 8204,35.129767,129.100471,N,N
P1M007,대연점,전문블루핸즈,부산광역시 남구 진남로 66(대연동),051 7570034,35.138274,129.088105,N,N
Z21Z22,대원자동차공업(주),종합블루핸즈,인천광역시 서구 칠천왕로 36(석남동),032 5757001,126.671928,37.509567,N,N
N1M010,대이점,전문블루핸즈,경상북도 포항시 남구 효자로 134 ,054 2832211,36.011078,129.340697,N,Y
P01DJ6,대저점,전문블루핸즈,부산광역시 강서구 공항앞길221번길 17(대저2동),051 9715559,128.952183,35.172889,N,N
I01000,대전하이테크센터,하이테크센터,대전광역시 동구 동대전로 271  가양동,042 6210711,36.345048,127.445634,,
P03DH9,대청점,전문블루핸즈,경상남도 김해시 대청로 104번길 43-9,055313 4114,128.802108,35.187025,N,N
L01DM2,대호점,전문블루핸즈,전남광주통합특별시 나주시 건재로 67 (대호동 872-6),061 3338288,126.714961,35.040892,N,N
B8M002,대화로점,전문블루핸즈,경기도 고양시 일산서구 대화로 83(대화동),031 9263345,126.729983,37.668767,N,N
S01DJ3,덕계점,전문블루핸즈,경상남도 양산시 매곡외산로 78 블루핸즈 덕계점,055 3633555,129.159986,35.369931,N,N
I01DP5,덕산점,전문블루핸즈,충청남도 예산군 덕산면 덕산온천로 345,041 3388282,126.663722,36.697733,N,N
ME0D51,덕소점,전문블루핸즈,경기도 남양주시 와부읍 수레로 74,031 5772148,127.218011,37.590178,N,N
MA0DA5,덕은점,전문블루핸즈,경기도 고양시 덕양구 덕은로 37 ( 덕은동 201-1.7), 02 3538290,126.876518,37.586409,N,Y
B8Z002,덕이미래로현대서비스,종합블루핸즈,경기도 고양시 일산서구 미래로 184-17 ,031 9188272,37.694617,126.747918,N,N
B8Z003,덕이현대서비스,종합블루핸즈,경기도 고양시 일산서구 탄중로 125-1,031 9178231,37.692925,126.758831,N,N
P02DG6,덕천서부점,전문블루핸즈,부산광역시 북구 금곡대로 89(덕천동),051 3368204,129.005047,35.217939,N,N
P02DG7,덕천점,전문블루핸즈,부산광역시 북구 덕천로 147 (덕천동),051 3434684,129.020408,35.211008,N,N
P02DJ4,덕포점,전문블루핸즈,부산광역시 사상구 백양대로 690 ,051 3248870,128.988872,35.168561,N,N
B2M001,덕풍점,전문블루핸즈,경기도 하남시 덕풍동로 67 (덕풍동),031 7968204,37.548461,127.205429,N,Y
MD0D76,도곡점(주),전문블루핸즈,서울특별시 강남구 논현로57길 46 (도곡동), 0234631988,37.490786,127.037371,N,N
ME0D77,도농점,전문블루핸즈,경기도 남양주시 가운로 9 (가운동),031 5588204,127.15885,37.605417,N,N
MF0D40,도당점,전문블루핸즈,경기도 부천시 원미구 부천로 257 ,032 6678272,126.785619,37.507075,N,N
M01DG1,도량점,전문블루핸즈,경상북도 구미시 송선로 495 (도량동),054 4420083,128.322036,36.134056,N,N
MC0D09,도림점,전문블루핸즈,서울특별시 영등포구 도신로 115 (도림동), 02 8498272,126.904514,37.508294,N,N
I01DM3,도마점,전문블루핸즈,대전광역시 서구 도산로 149 (도마동),042 5356826,36.321852,127.377472,N,N
Z12Z76,도봉동부현대서비스,종합블루핸즈,서울특별시 도봉구 도봉로140길 38 (창동), 02 9008335,37.660528,127.044379,Y,N
Z12Z49,도봉서부현대서비스,종합블루핸즈,서울특별시 도봉구 도봉로136다길 32 , 02 9033900,37.660791,127.043621,Y,N
ME0D30,도봉점,전문블루핸즈,서울특별시 도봉구 도봉로180길 83-6 (도봉동),02 931 8204,127.050633,37.682261,N,N
L3M002,도양점,전문블루핸즈,전남광주통합특별시 고흥군 도양읍 우주항공로 55 블루핸즈 도양점,061 8426400,127.140189,34.528897,N,N
J01DH3,도통점,전문블루핸즈,전북특별자치도 남원시 충정로 183 (도통동),063 6261929,127.390747,35.420661,N,N
B8M009,독산점,전문블루핸즈,서울특별시 금천구 범안로 1235 (독산동), 02 8698204,126.899131,37.466661,N,N
F1Z014,동강릉현대서비스,종합블루핸즈,강원특별자치도 강릉시 월대산로 151 ,033 6520310,128.926975,37.759917,N,Y
L03T16,동광양현대서비스,종합블루핸즈,전남광주통합특별시 광양시 담안길 82 ,061 7926004,34.941194,127.750631,Y,Y
B2Z017,동광주현대서비스,종합블루핸즈,"경기도 광주시 초월읍 산수로 148, 1층",031 7671000,37.374592,127.317873,N,Y
S1Z008,동구화정현대서비스,종합블루핸즈,울산광역시 동구 방어진순환도로 603 .,052 2014100,35.495668,129.427044,N,Y
J2Z002,동군산현대서비스,종합블루핸즈,전북특별자치도 군산시 개정면 모갱이1길 62 ,063 4522111,35.984795,126.765373,N,Y
E01E37,동군포현대서비스,종합블루핸즈,경기도 군포시 당정로28번길 30 ,031 4580196,37.352677,126.958306,N,N
P03M04,동김해현대상용서비스,종합블루핸즈,경상남도 김해시 김해대로2596번길 85 ,055 3223077,128.916253,35.225581,N,N
P3Z005,동김해현대서비스,종합블루핸즈,경상남도 김해시 김해대로2553번길 62 ,055 3114651,128.905567,35.234183,N,N
G01DK9,동남점,전문블루핸즈,충청북도 청주시 상당구 목련로 213-37 ,043 2877804,36.607403,127.524373,N,Y
I1Z027,동당진현대서비스,종합블루핸즈,충청남도 당진시 신평면 서해로 7496 (도성리 187-11),041 3628411,126.726972,36.900767,N,N
M1Z004,동대구현대서비스,종합블루핸즈,대구광역시 동구 안심로55길 10 동호동,053 9635000,35.867142,128.71649,N,Y
I01DJ3,동대동부점,전문블루핸즈,충청남도 보령시 작은오랏4길 2 (동대동),041 9369969,36.347216,126.603885,N,N
I1Z022,동대전현대서비스,종합블루핸즈,대전광역시 동구 새울로 58-15 ,042 2737008,127.463425,36.323714,Y,Y
I01CA7,동대점,전문블루핸즈,충청남도 보령시 신설2길 69 (동대동),041 9368570,126.605867,36.351561,N,N
F1Z016,동동해현대서비스,종합블루핸즈,강원특별자치도 동해시 동해대로 4762 ,033 5226000,129.12155,37.476706,N,N
B3M019,동두천북부점,전문블루핸즈,경기도 동두천시 평화로2349번길 7-25 ,031 8680113,37.896341,127.05754,N,N
E01DK2,동백점,전문블루핸즈,경기도 용인시 기흥구 동백죽전대로 547 ,031 2828293,127.150042,37.287111,,
B02000,동부하이테크센터,하이테크센터,서울특별시 성동구 성수이로 134  성수동2가, 0234088000,37.546911,127.058645,,
J01DM3,동산점,전문블루핸즈,전북특별자치도 익산시 평동로 752 (동산동),063 8548204,35.927841,126.961177,N,N
P02DJ8,동삼점,전문블루핸즈,부산광역시 영도구 절영로 511 (동삼동),051405 5000,35.072675,129.071524,N,Y
ME0D59,동송점,전문블루핸즈,강원특별자치도 철원군 동송읍 금학로 6,033 4554297,38.191083,127.229019,N,N
B2Z004,동심자동차(주),종합블루핸즈,서울특별시 강동구 성내로 92 (성내동), 02 4874191,37.526451,127.129759,N,N
I1Z017,동아산현대서비스(주),종합블루핸즈,충청남도 아산시 외암로 1534-5 (풍기동),041 5471234,36.770802,127.015597,Y,N
E01E33,동안현대서비스,종합블루핸즈,경기도 안양시 동안구 시민대로 63 ,031 4226300,37.384548,126.941276,Y,N
L03T01,동여수현대서비스,종합블루핸즈,전남광주통합특별시 여수시 연등8길 23 ,061 6663271,34.756305,127.722849,Y,N
F1Z005,동영월현대서비스,종합블루핸즈,강원특별자치도 영월군  영월읍 영월로 2129,033 3730802,37.184032,128.482668,Y,N
S01P24,동울산정비,종합블루핸즈,울산광역시 동구 방어진순환도로 446 ,052 2010029,35.487418,129.416264,N,N
S02DM8,동읍점,전문블루핸즈,경상남도 창원시 의창구 동읍 의창대로 846,055 2563016,128.683508,35.276961,N,N
Z13Z58,동이천현대서비스,종합블루핸즈,경기도 이천시 대월면 경충대로1937번길 43 ,031 6370063,37.240259,127.500795,N,N
Z33Z08,동인천서비스,종합블루핸즈,인천광역시 제물포구 인중로 43 ,032 8844001,37.463571,126.637918,Y,Y
S2M014,동전산단점,전문블루핸즈,경상남도 창원시 의창구 북면 동전산단서로42번길 7-4 ,055 2988207,128.603694,35.316147,N,N
J1Z007,동전주현대서비스,종합블루핸즈,전북특별자치도 완주군 봉동읍 봉동로 461 ,063 2623600,35.955241,127.142015,N,Y
S2Z001,동진주현대서비스,종합블루핸즈,경상남도 진주시 대신로109번길 9 ,055 7632506,35.169945,128.117393,N,Y
M01DQ5,동천점,전문블루핸즈,대구광역시 북구 동천로23길 31 (동천동),053 3238204,128.557022,35.942128,N,Y
E1M016,동탄남부점,전문블루핸즈,경기도 화성시 동탄기흥로257번가길 39 (방교동) ,031 3721868,37.179891,127.091574,N,N
E1Z019,동탄산단현대서비스,종합블루핸즈,경기도 화성시 장주기길 5 ,031 3764966,127.079889,37.161781,,
E1M018,동탄장지점,전문블루핸즈,"경기도 화성시 동탄대로2길 90-15 ,17,47 ",031 3731522,127.113247,37.155558,N,Y
E1M009,동탄중부점,전문블루핸즈,경기도 화성시 동탄대로14길 5-3,031 3786003,37.185151,127.101634,N,Y
E1Z013,동탄현대서비스,종합블루핸즈,경기도 용인시 기흥구 공세로 25 ,031 2755100,37.229742,127.10359,Y,Y
MA0D59,동패점,전문블루핸즈,경기도 파주시 동패로7번길 52 (동패동),031 9477884,126.734389,37.709189,N,N
T01DH9,동홍점,전문블루핸즈,제주특별자치도 서귀포시 516로 103 ,064 7631475,33.255245,126.57315,N,N
F1Z007,동횡성 현대서비스,종합블루핸즈,강원특별자치도 횡성군 둔내면 둔방남길 13(외2필지),033 3442112,37.503035,128.205891,Y,Y
M01DQ1,두산점,전문블루핸즈,대구광역시 수성구 지범로 41-4 (두산동),053 7610010,35.826955,128.626316,N,Y
L1M012,두암점,전문블루핸즈,전남광주통합특별시 북구 면앙로 160 ,062 2616444,126.928953,35.175928,N,N
B1Z004,두원현대서비스,종합블루핸즈,경기도 파주시 조리읍 통일로 477-14,031 9482121,37.755522,126.801276,N,N
I01DN1,두정점,전문블루핸즈,충청남도 천안시 서북구 원두정8길 8(두정동),041 5228204,127.134489,36.832406,N,N
I01DL7,둔산동부점,전문블루핸즈,대전광역시 서구 문정로9번길 10-12 ,042 4768204,36.345885,127.38127,N,N
I01DQ4,둔포점,전문블루핸즈,충청남도 아산시 둔포면 충무로 1853,041 5313127,127.043314,36.932439,N,N
B7Z006,등촌현대서비스,종합블루핸즈,서울특별시 강서구 공항대로59길 65, 0236621416,126.863028,37.554689,N,N
B7Z004,롯데칠성신협양평분점,종합블루핸즈,서울특별시 영등포구 양평로24길 33(양평동5가), 0226330771,126.893934,37.541096,N,N
L03DG7,마동점,전문블루핸즈,전남광주통합특별시 광양시 눈소5길 3 (마동),061 7944111,34.937537,127.707821,N,N
S02DK9,마산상남점,전문블루핸즈,경상남도 창원시 마산합포구 천하장사로 96 (상남동),055 2229114,35.21102,128.573437,N,N
S2Z002,마산현대서비스,종합블루핸즈,경상남도 창원시 마산회원구 무역로 161(봉암동),055 2533113,35.211899,128.6036,Y,Y
Z13Z34,마장동부현대서비스,종합블루핸즈,서울특별시 성동구 고산자로 354 , 0222920105,127.038411,37.571106,N,N
Z19Z08,마장현대서비스,종합블루핸즈,서울특별시 성동구 마조로18길 2 (마장동), 0222932020,127.041981,37.564694,N,N
MF0D32,마전점,전문블루핸즈,인천광역시 서구 완정로 64번길 56 (마전동),032568 1033,126.672942,37.595653,N,N
P02DK5,만덕점,전문블루핸즈,부산광역시 북구 만덕1로 87 ,051 3318204,35.213599,129.028099,N,N
MF0D07,만수중부점,전문블루핸즈,인천광역시 남동구 서판로4번길 19 ,032 4623344,37.460624,126.724204,N,N
E05H20,만안현대서비스,종합블루핸즈,경기도 안양시 만안구 박달로 473 ,031 4478400,37.402743,126.904921,Y,N
S01P17,만장공업사,종합블루핸즈,울산광역시 울주군 온양읍 덕망로 290 ,052 2380002,129.292086,35.454644,N,N
M1M002,만촌동부점,전문블루핸즈,"대구 수성구 만촌동  425-31,33",053 7528572,35.866599,128.638588,N,N
M1M001,만촌점,전문블루핸즈,대구광역시 수성구 달구벌대로 2543 (만촌동),053759 8204,35.859278,128.640901,N,N
P01DJ5,망미동부점,전문블루핸즈,부산광역시 수영구 좌수영로 113 (망미동),051 7587080,129.119067,35.174375,N,N
P1M004,망미서부점,전문블루핸즈,부산광역시 수영구 연수로 322 (망미동),051 7578204,129.105714,35.171958,N,N
S1M009,매곡점,전문블루핸즈,울산광역시 북구 신기15길 14 ,052 2728204,35.646801,129.355677,N,Y
E01DK4,매송점,전문블루핸즈,경기도 화성시 매송면 화성로 2371-4,031292 2244,126.924986,37.249825,N,N
E01DG4,매탄점,전문블루핸즈,경기도 수원시 영통구 매탄동 1-1,031 2131717,127.057217,37.271181,N,N
ME0D76,면목동부점,전문블루핸즈,서울특별시 중랑구 동일로 596 (면목동),02 491 8272,127.080131,37.583575,,
P3M004,명동점,전문블루핸즈,경상남도 양산시 서창로 89 ,055 3868572,129.165694,35.409031,N,N
MB0D05,명일동부점,전문블루핸즈,서울특별시 강동구 상암로 295 (명일동), 02 4427784,127.155292,37.546456,N,N
MB0D03,명일점,전문블루핸즈,서울특별시 강동구 상암로 197, 02 4887784,37.546666,127.144462,N,N
P02DJ5,명지점,전문블루핸즈,부산광역시 강서구 명지새동네길1번길 12 (명지동),051271 3535,128.931217,35.109081,N,N
S01DK5,명촌점,전문블루핸즈,울산광역시 북구 명촌8길35,052 2899945,35.553756,129.357459,N,Y
P02DJ2,모라점,전문블루핸즈,부산광역시 사상구 사상로 501 (모라동),051 3058787,35.18937,128.988101,N,N
M01DP4,모전서부점,전문블루핸즈,경상북도 문경시 당교로 216 (모전동),054 5532902,36.585141,128.186665,N,N
M01DJ6,모전점,전문블루핸즈,경상북도 문경시 모전로 150 (모전동),054 5558272,128.188975,36.594408,,
E01DN9,모현점,전문블루핸즈,"경기도 용인시 처인구 모현면 백옥대로 2529-1, 외2필지",031 3326400,127.249028,37.349131,N,N
J01DL7,모현점,전문블루핸즈,전북특별자치도 익산시 동서로 110 (모현동2가),063 8424935,35.95535,126.946923,N,N
E05DK1,목감점,전문블루핸즈,경기도 시흥시 수인로 2331-17 ,031 4848285,126.861433,37.386722,N,N
MC0D68,목동서부점,전문블루핸즈,서울특별시 양천구 등촌로 128 (목동), 0226537093,126.863778,37.541444,N,N
